"variable","activity","subject","average"
"1051","tGravityAcc-mean()-Z","WALKING_UPSTAIRS",1,-0.075402939754717
"1052","tGravityAcc-mean()-Z","WALKING_UPSTAIRS",2,-0.195888238891667
"1053","tGravityAcc-mean()-Z","WALKING_UPSTAIRS",3,-0.162943955254237
"1054","tGravityAcc-mean()-Z","WALKING_UPSTAIRS",4,0.0841675382884615
"1055","tGravityAcc-mean()-Z","WALKING_UPSTAIRS",5,-0.0232035364248936
"1056","tGravityAcc-mean()-Z","WALKING_UPSTAIRS",6,-0.0184608964392157
"1057","tGravityAcc-mean()-Z","WALKING_UPSTAIRS",7,-0.403599709607843
"1058","tGravityAcc-mean()-Z","WALKING_UPSTAIRS",8,-0.192306960631707
"1059","tGravityAcc-mean()-Z","WALKING_UPSTAIRS",9,-0.266009866857143
"1060","tGravityAcc-mean()-Z","WALKING_UPSTAIRS",10,0.0227527702016383
"1061","tGravityAcc-mean()-Z","WALKING_UPSTAIRS",11,0.146633747092593
"1062","tGravityAcc-mean()-Z","WALKING_UPSTAIRS",12,-0.0702503820961538
"1063","tGravityAcc-mean()-Z","WALKING_UPSTAIRS",13,-0.207507170584727
"1064","tGravityAcc-mean()-Z","WALKING_UPSTAIRS",14,-0.49508872037037
"1065","tGravityAcc-mean()-Z","WALKING_UPSTAIRS",15,0.0811803405
"1066","tGravityAcc-mean()-Z","WALKING_UPSTAIRS",16,-0.379059698039216
"1067","tGravityAcc-mean()-Z","WALKING_UPSTAIRS",17,-0.298171464166667
"1068","tGravityAcc-mean()-Z","WALKING_UPSTAIRS",18,-0.106112549189655
"1069","tGravityAcc-mean()-Z","WALKING_UPSTAIRS",19,-0.2210087627
"1070","tGravityAcc-mean()-Z","WALKING_UPSTAIRS",20,-0.130117634791765
"1071","tGravityAcc-mean()-Z","WALKING_UPSTAIRS",21,-0.309735038510638
"1072","tGravityAcc-mean()-Z","WALKING_UPSTAIRS",22,-0.0957978990316667
"1073","tGravityAcc-mean()-Z","WALKING_UPSTAIRS",23,-0.35593445
"1074","tGravityAcc-mean()-Z","WALKING_UPSTAIRS",24,-0.227134869152542
"1075","tGravityAcc-mean()-Z","WALKING_UPSTAIRS",25,0.108230986684615
"1076","tGravityAcc-mean()-Z","WALKING_UPSTAIRS",26,-0.00199310572363636
"1077","tGravityAcc-mean()-Z","WALKING_UPSTAIRS",27,-0.294642640196078
"1078","tGravityAcc-mean()-Z","WALKING_UPSTAIRS",28,-0.265207858431373
"1079","tGravityAcc-mean()-Z","WALKING_UPSTAIRS",29,0.0443786011771429
"1080","tGravityAcc-mean()-Z","WALKING_UPSTAIRS",30,-0.0221401100714154
"1081","tBodyAccJerk-mean()-X","LAYING",1,0.0810865342
"1082","tBodyAccJerk-mean()-X","LAYING",2,0.0825972511666667
"1083","tBodyAccJerk-mean()-X","LAYING",3,0.0769811125806452
"1084","tBodyAccJerk-mean()-X","LAYING",4,0.0934494217777778
"1085","tBodyAccJerk-mean()-X","LAYING",5,0.0848164824230769
"1086","tBodyAccJerk-mean()-X","LAYING",6,0.0963481955263158
"1087","tBodyAccJerk-mean()-X","LAYING",7,0.0968904018076923
"1088","tBodyAccJerk-mean()-X","LAYING",8,0.0878326902592593
"1089","tBodyAccJerk-mean()-X","LAYING",9,0.08807344764
"1090","tBodyAccJerk-mean()-X","LAYING",10,0.073815064487931
"1091","tBodyAccJerk-mean()-X","LAYING",11,0.0766645337017544
"1092","tBodyAccJerk-mean()-X","LAYING",12,0.0854295393833333
"1093","tBodyAccJerk-mean()-X","LAYING",13,0.0767774832096774
"1094","tBodyAccJerk-mean()-X","LAYING",14,0.098140384845098
"1095","tBodyAccJerk-mean()-X","LAYING",15,0.0767515438611111
"1096","tBodyAccJerk-mean()-X","LAYING",16,0.0783960268571429
"1097","tBodyAccJerk-mean()-X","LAYING",17,0.077908974656338
"1098","tBodyAccJerk-mean()-X","LAYING",18,0.0749985010769231
"1099","tBodyAccJerk-mean()-X","LAYING",19,0.0772317998650602
"1100","tBodyAccJerk-mean()-X","LAYING",20,0.0892716006470588
"1101","tBodyAccJerk-mean()-X","LAYING",21,0.0820150201077778
"1102","tBodyAccJerk-mean()-X","LAYING",22,0.0752202242222222
"1103","tBodyAccJerk-mean()-X","LAYING",23,0.0831787608333333
"1104","tBodyAccJerk-mean()-X","LAYING",24,0.08072123275
"1105","tBodyAccJerk-mean()-X","LAYING",25,0.0879071687671233
"1106","tBodyAccJerk-mean()-X","LAYING",26,0.0866502529210526
"1107","tBodyAccJerk-mean()-X","LAYING",27,0.0766268551324324
"1108","tBodyAccJerk-mean()-X","LAYING",28,0.0780770644
"1109","tBodyAccJerk-mean()-X","LAYING",29,0.0718861195971014
"1110","tBodyAccJerk-mean()-X","LAYING",30,0.0752196666428571
"1111","tBodyAccJerk-mean()-X","SITTING",1,0.0774825199574468
"1112","tBodyAccJerk-mean()-X","SITTING",2,0.0722564387173913
"1113","tBodyAccJerk-mean()-X","SITTING",3,0.0726098418653846
"1114","tBodyAccJerk-mean()-X","SITTING",4,0.0784500239
"1115","tBodyAccJerk-mean()-X","SITTING",5,0.0749577410909091
"1116","tBodyAccJerk-mean()-X","SITTING",6,0.0754721635223636
"1117","tBodyAccJerk-mean()-X","SITTING",7,0.0668519793125
"1118","tBodyAccJerk-mean()-X","SITTING",8,0.0786713761086957
"1119","tBodyAccJerk-mean()-X","SITTING",9,0.077005006374
"1120","tBodyAccJerk-mean()-X","SITTING",10,0.0775372505185185
"1121","tBodyAccJerk-mean()-X","SITTING",11,0.0761777324716981
"1122","tBodyAccJerk-mean()-X","SITTING",12,0.0771277656078431
"1123","tBodyAccJerk-mean()-X","SITTING",13,0.0752865881142857
"1124","tBodyAccJerk-mean()-X","SITTING",14,0.0741878844074074
"1125","tBodyAccJerk-mean()-X","SITTING",15,0.0784792788644068
"1126","tBodyAccJerk-mean()-X","SITTING",16,0.0734346720289855
"1127","tBodyAccJerk-mean()-X","SITTING",17,0.075070986171875
"1128","tBodyAccJerk-mean()-X","SITTING",18,0.076622889
"1129","tBodyAccJerk-mean()-X","SITTING",19,0.0753747129191781
"1130","tBodyAccJerk-mean()-X","SITTING",20,0.0746568393030303
"1131","tBodyAccJerk-mean()-X","SITTING",21,0.0757109789882353
"1132","tBodyAccJerk-mean()-X","SITTING",22,0.0807687311935484
"1133","tBodyAccJerk-mean()-X","SITTING",23,0.0770022352205882
"1134","tBodyAccJerk-mean()-X","SITTING",24,0.0763318528529412
"1135","tBodyAccJerk-mean()-X","SITTING",25,0.0752087009912308
"1136","tBodyAccJerk-mean()-X","SITTING",26,0.0764443226333333
"1137","tBodyAccJerk-mean()-X","SITTING",27,0.0779038963571429
"1138","tBodyAccJerk-mean()-X","SITTING",28,0.0768671621527778
"1139","tBodyAccJerk-mean()-X","SITTING",29,0.0745438102516667
"1140","tBodyAccJerk-mean()-X","SITTING",30,0.0760057731790323
"1141","tBodyAccJerk-mean()-X","STANDING",1,0.0753766542264151
"1142","tBodyAccJerk-mean()-X","STANDING",2,0.0747588597592593
"1143","tBodyAccJerk-mean()-X","STANDING",3,0.0750900622277049
"1144","tBodyAccJerk-mean()-X","STANDING",4,0.0721328379857143
"1145","tBodyAccJerk-mean()-X","STANDING",5,0.0725189859107143
"1146","tBodyAccJerk-mean()-X","STANDING",6,0.0730699604561404
"1147","tBodyAccJerk-mean()-X","STANDING",7,0.0751915112830189
"1148","tBodyAccJerk-mean()-X","STANDING",8,0.0753739045185185
"1149","tBodyAccJerk-mean()-X","STANDING",9,0.0760032053555556
"1150","tBodyAccJerk-mean()-X","STANDING",10,0.0809784390227273
"1151","tBodyAccJerk-mean()-X","STANDING",11,0.0760097721914894
"1152","tBodyAccJerk-mean()-X","STANDING",12,0.0744631761967213
"1153","tBodyAccJerk-mean()-X","STANDING",13,0.0758630962280702
"1154","tBodyAccJerk-mean()-X","STANDING",14,0.0737933748485
"1155","tBodyAccJerk-mean()-X","STANDING",15,0.0752280703207547
"1156","tBodyAccJerk-mean()-X","STANDING",16,0.0736438905641026
"1157","tBodyAccJerk-mean()-X","STANDING",17,0.0740864955641026
"1158","tBodyAccJerk-mean()-X","STANDING",18,0.0753539482328767
"1159","tBodyAccJerk-mean()-X","STANDING",19,0.0754120366712329
"1160","tBodyAccJerk-mean()-X","STANDING",20,0.0763556159315068
"1161","tBodyAccJerk-mean()-X","STANDING",21,0.0754543858764045
"1162","tBodyAccJerk-mean()-X","STANDING",22,0.0752322891746032
"1163","tBodyAccJerk-mean()-X","STANDING",23,0.0750206478676471
"1164","tBodyAccJerk-mean()-X","STANDING",24,0.0746177416521739
"1165","tBodyAccJerk-mean()-X","STANDING",25,0.0752337295675676
"1166","tBodyAccJerk-mean()-X","STANDING",26,0.0753578207972973
"1167","tBodyAccJerk-mean()-X","STANDING",27,0.074969980825
"1168","tBodyAccJerk-mean()-X","STANDING",28,0.0753131601898734
"1169","tBodyAccJerk-mean()-X","STANDING",29,0.0753052530307692
"1170","tBodyAccJerk-mean()-X","STANDING",30,0.0752414472033898
"1171","tBodyAccJerk-mean()-X","WALKING",1,0.0740416333157895
"1172","tBodyAccJerk-mean()-X","WALKING",2,0.0618080696279661
"1173","tBodyAccJerk-mean()-X","WALKING",3,0.0814745882660345
"1174","tBodyAccJerk-mean()-X","WALKING",4,0.0783529082183333
"1175","tBodyAccJerk-mean()-X","WALKING",5,0.0845888833571429
"1176","tBodyAccJerk-mean()-X","WALKING",6,0.0699585876912281
"1177","tBodyAccJerk-mean()-X","WALKING",7,0.0901462649192983
"1178","tBodyAccJerk-mean()-X","WALKING",8,0.0703393490833333
"1179","tBodyAccJerk-mean()-X","WALKING",9,0.0704357270480769
"1180","tBodyAccJerk-mean()-X","WALKING",10,0.0857943809283019
"1181","tBodyAccJerk-mean()-X","WALKING",11,0.0829709328491525
"1182","tBodyAccJerk-mean()-X","WALKING",12,0.045764401482
"1183","tBodyAccJerk-mean()-X","WALKING",13,0.0809590227198246
"1184","tBodyAccJerk-mean()-X","WALKING",14,0.0720877913452542
"1185","tBodyAccJerk-mean()-X","WALKING",15,0.0897770721666667
"1186","tBodyAccJerk-mean()-X","WALKING",16,0.0770223771764706
"1187","tBodyAccJerk-mean()-X","WALKING",17,0.0773188580032787
"1188","tBodyAccJerk-mean()-X","WALKING",18,0.0767524278392857
"1189","tBodyAccJerk-mean()-X","WALKING",19,0.0822246284461538
"1190","tBodyAccJerk-mean()-X","WALKING",20,0.0841234323137255
"1191","tBodyAccJerk-mean()-X","WALKING",21,0.0782251820211538
"1192","tBodyAccJerk-mean()-X","WALKING",22,0.0627777634002174
"1193","tBodyAccJerk-mean()-X","WALKING",23,0.0987319085964407
"1194","tBodyAccJerk-mean()-X","WALKING",24,0.0731938975362069
"1195","tBodyAccJerk-mean()-X","WALKING",25,0.0721720712281081
"1196","tBodyAccJerk-mean()-X","WALKING",26,0.0652303740728813
"1197","tBodyAccJerk-mean()-X","WALKING",27,0.0684331971807018
"1198","tBodyAccJerk-mean()-X","WALKING",28,0.0931122231851852
"1199","tBodyAccJerk-mean()-X","WALKING",29,0.0853743348528302
"1200","tBodyAccJerk-mean()-X","WALKING",30,0.0688689970184615
"1201","tBodyAccJerk-mean()-X","WALKING_DOWNSTAIRS",1,0.0541553164897959
"1202","tBodyAccJerk-mean()-X","WALKING_DOWNSTAIRS",2,0.110040615569574
"1203","tBodyAccJerk-mean()-X","WALKING_DOWNSTAIRS",3,0.0725689294489796
"1204","tBodyAccJerk-mean()-X","WALKING_DOWNSTAIRS",4,0.0971862748866667
"1205","tBodyAccJerk-mean()-X","WALKING_DOWNSTAIRS",5,0.109650600459574
"1206","tBodyAccJerk-mean()-X","WALKING_DOWNSTAIRS",6,0.103681343708333
"1207","tBodyAccJerk-mean()-X","WALKING_DOWNSTAIRS",7,0.0968926184638298
"1208","tBodyAccJerk-mean()-X","WALKING_DOWNSTAIRS",8,0.118938088342105
"1209","tBodyAccJerk-mean()-X","WALKING_DOWNSTAIRS",9,0.130193043809524
"1210","tBodyAccJerk-mean()-X","WALKING_DOWNSTAIRS",10,0.100959387447368
"1211","tBodyAccJerk-mean()-X","WALKING_DOWNSTAIRS",11,0.0897168657173913
"1212","tBodyAccJerk-mean()-X","WALKING_DOWNSTAIRS",12,0.0621500251717391
"1213","tBodyAccJerk-mean()-X","WALKING_DOWNSTAIRS",13,0.101704538333298
"1214","tBodyAccJerk-mean()-X","WALKING_DOWNSTAIRS",14,0.0428631626711111
"1215","tBodyAccJerk-mean()-X","WALKING_DOWNSTAIRS",15,0.0711457160166667
"1216","tBodyAccJerk-mean()-X","WALKING_DOWNSTAIRS",16,0.0907857064255319
"1217","tBodyAccJerk-mean()-X","WALKING_DOWNSTAIRS",17,0.118250858006522
"1218","tBodyAccJerk-mean()-X","WALKING_DOWNSTAIRS",18,0.0809044045254545
"1219","tBodyAccJerk-mean()-X","WALKING_DOWNSTAIRS",19,0.0730930306923077
"1220","tBodyAccJerk-mean()-X","WALKING_DOWNSTAIRS",20,0.0695031058
"1221","tBodyAccJerk-mean()-X","WALKING_DOWNSTAIRS",21,0.0901452883333333
"1222","tBodyAccJerk-mean()-X","WALKING_DOWNSTAIRS",22,0.101584640833333
"1223","tBodyAccJerk-mean()-X","WALKING_DOWNSTAIRS",23,0.0578010605648148
"1224","tBodyAccJerk-mean()-X","WALKING_DOWNSTAIRS",24,0.0802619828545455
"1225","tBodyAccJerk-mean()-X","WALKING_DOWNSTAIRS",25,0.110656929396552
"1226","tBodyAccJerk-mean()-X","WALKING_DOWNSTAIRS",26,0.111470787918
"1227","tBodyAccJerk-mean()-X","WALKING_DOWNSTAIRS",27,0.0936273220295455
"1228","tBodyAccJerk-mean()-X","WALKING_DOWNSTAIRS",28,0.0972653457891304
"1229","tBodyAccJerk-mean()-X","WALKING_DOWNSTAIRS",29,0.0636871965479167
"1230","tBodyAccJerk-mean()-X","WALKING_DOWNSTAIRS",30,0.0883933037048387
"1231","tBodyAccJerk-mean()-X","WALKING_UPSTAIRS",1,0.101372729922642
"1232","tBodyAccJerk-mean()-X","WALKING_UPSTAIRS",2,0.0744507839572917
"1233","tBodyAccJerk-mean()-X","WALKING_UPSTAIRS",3,0.0426880986186441
"1234","tBodyAccJerk-mean()-X","WALKING_UPSTAIRS",4,0.0560971909634615
"1235","tBodyAccJerk-mean()-X","WALKING_UPSTAIRS",5,0.0795443483829787
"1236","tBodyAccJerk-mean()-X","WALKING_UPSTAIRS",6,0.07210675
"1237","tBodyAccJerk-mean()-X","WALKING_UPSTAIRS",7,0.0724649938509804
"1238","tBodyAccJerk-mean()-X","WALKING_UPSTAIRS",8,0.0813816809395122
"1239","tBodyAccJerk-mean()-X","WALKING_UPSTAIRS",9,0.0692266245755102
"1240","tBodyAccJerk-mean()-X","WALKING_UPSTAIRS",10,0.0648829303510638
"1241","tBodyAccJerk-mean()-X","WALKING_UPSTAIRS",11,0.0968561683092593
"1242","tBodyAccJerk-mean()-X","WALKING_UPSTAIRS",12,0.0728660813846154
"1243","tBodyAccJerk-mean()-X","WALKING_UPSTAIRS",13,0.0692442067545455
"1244","tBodyAccJerk-mean()-X","WALKING_UPSTAIRS",14,0.0803303022222222
"1245","tBodyAccJerk-mean()-X","WALKING_UPSTAIRS",15,0.07297243298125
"1246","tBodyAccJerk-mean()-X","WALKING_UPSTAIRS",16,0.0762526677
"1247","tBodyAccJerk-mean()-X","WALKING_UPSTAIRS",17,0.07680441704375
"1248","tBodyAccJerk-mean()-X","WALKING_UPSTAIRS",18,0.0812402028517241
"1249","tBodyAccJerk-mean()-X","WALKING_UPSTAIRS",19,0.08315450836225
"1250","tBodyAccJerk-mean()-X","WALKING_UPSTAIRS",20,0.0836451256901961
"1251","tBodyAccJerk-mean()-X","WALKING_UPSTAIRS",21,0.104034223065957
"1252","tBodyAccJerk-mean()-X","WALKING_UPSTAIRS",22,0.0877172239047619
"1253","tBodyAccJerk-mean()-X","WALKING_UPSTAIRS",23,0.0723649984647059
"1254","tBodyAccJerk-mean()-X","WALKING_UPSTAIRS",24,0.0862310100338983
"1255","tBodyAccJerk-mean()-X","WALKING_UPSTAIRS",25,0.0740041435707692
"1256","tBodyAccJerk-mean()-X","WALKING_UPSTAIRS",26,0.0755645318545455
"1257","tBodyAccJerk-mean()-X","WALKING_UPSTAIRS",27,0.0734763532039216
"1258","tBodyAccJerk-mean()-X","WALKING_UPSTAIRS",28,0.0706831871117647
"1259","tBodyAccJerk-mean()-X","WALKING_UPSTAIRS",29,0.106345193353878
"1260","tBodyAccJerk-mean()-X","WALKING_UPSTAIRS",30,0.0579840372876923
"1261","tBodyAccJerk-mean()-Y","LAYING",1,0.0038382040088
"1262","tBodyAccJerk-mean()-Y","LAYING",2,0.012254788451875
"1263","tBodyAccJerk-mean()-Y","LAYING",3,0.0138041011306452
"1264","tBodyAccJerk-mean()-Y","LAYING",4,0.00693313213968519
"1265","tBodyAccJerk-mean()-Y","LAYING",5,0.00747460829615385
"1266","tBodyAccJerk-mean()-Y","LAYING",6,-0.00114529240245614
"1267","tBodyAccJerk-mean()-Y","LAYING",7,0.0250624183634615
"1268","tBodyAccJerk-mean()-Y","LAYING",8,0.0233299159137037
"1269","tBodyAccJerk-mean()-Y","LAYING",9,0.011561732718
"1270","tBodyAccJerk-mean()-Y","LAYING",10,0.015698997097069
"1271","tBodyAccJerk-mean()-Y","LAYING",11,0.0122193853629825
"1272","tBodyAccJerk-mean()-Y","LAYING",12,0.00774408308
"1273","tBodyAccJerk-mean()-Y","LAYING",13,0.0183441894580645
"1274","tBodyAccJerk-mean()-Y","LAYING",14,-0.00831507059607843
"1275","tBodyAccJerk-mean()-Y","LAYING",15,0.0123984271386111
"1276","tBodyAccJerk-mean()-Y","LAYING",16,0.0132805054325714
"1277","tBodyAccJerk-mean()-Y","LAYING",17,0.00706867100408451
"1278","tBodyAccJerk-mean()-Y","LAYING",18,0.0117018961415385
"1279","tBodyAccJerk-mean()-Y","LAYING",19,0.011149573306747
"1280","tBodyAccJerk-mean()-Y","LAYING",20,0.00110822495382353
"1281","tBodyAccJerk-mean()-Y","LAYING",21,0.0119943671007778
"1282","tBodyAccJerk-mean()-Y","LAYING",22,0.00459834754236111
"1283","tBodyAccJerk-mean()-Y","LAYING",23,0.01535144005125
"1284","tBodyAccJerk-mean()-Y","LAYING",24,0.0119819524179167
"1285","tBodyAccJerk-mean()-Y","LAYING",25,0.0284619311524658
"1286","tBodyAccJerk-mean()-Y","LAYING",26,0.0124420033513158
"1287","tBodyAccJerk-mean()-Y","LAYING",27,0.0126491088851351
"1288","tBodyAccJerk-mean()-Y","LAYING",28,0.005939923320625
"1289","tBodyAccJerk-mean()-Y","LAYING",29,0.0116912059556522
"1290","tBodyAccJerk-mean()-Y","LAYING",30,0.0107680190087143
"1291","tBodyAccJerk-mean()-Y","SITTING",1,-0.000619102785106384
"1292","tBodyAccJerk-mean()-Y","SITTING",2,0.0116954511323913
"1293","tBodyAccJerk-mean()-Y","SITTING",3,0.00272529134230769
"1294","tBodyAccJerk-mean()-Y","SITTING",4,-0.0108582171094
"1295","tBodyAccJerk-mean()-Y","SITTING",5,-0.00278773346136363
"1296","tBodyAccJerk-mean()-Y","SITTING",6,2.55649800000023e-06
"1297","tBodyAccJerk-mean()-Y","SITTING",7,0.0116863419310417
"1298","tBodyAccJerk-mean()-Y","SITTING",8,-0.00657516306713044
"1299","tBodyAccJerk-mean()-Y","SITTING",9,0.009817397262
"1300","tBodyAccJerk-mean()-Y","SITTING",10,0.00897875458703704
"1301","tBodyAccJerk-mean()-Y","SITTING",11,-0.000213838552075472
"1302","tBodyAccJerk-mean()-Y","SITTING",12,0.0105990504054902
"1303","tBodyAccJerk-mean()-Y","SITTING",13,-0.00112344092891837
"1304","tBodyAccJerk-mean()-Y","SITTING",14,-0.00436185985848148
"1305","tBodyAccJerk-mean()-Y","SITTING",15,-0.00898437589491525
"1306","tBodyAccJerk-mean()-Y","SITTING",16,0.00985642890855072
"1307","tBodyAccJerk-mean()-Y","SITTING",17,0.0056097104915625
"1308","tBodyAccJerk-mean()-Y","SITTING",18,0.00694560289491228
"1309","tBodyAccJerk-mean()-Y","SITTING",19,0.0137921005843836
"1310","tBodyAccJerk-mean()-Y","SITTING",20,0.00597430268636364
"1311","tBodyAccJerk-mean()-Y","SITTING",21,0.0121020139594259
"1312","tBodyAccJerk-mean()-Y","SITTING",22,-0.000842715149193548
"1313","tBodyAccJerk-mean()-Y","SITTING",23,0.0101351394211029
"1314","tBodyAccJerk-mean()-Y","SITTING",24,0.00476702575745588
"1315","tBodyAccJerk-mean()-Y","SITTING",25,0.00485415893230769
"1316","tBodyAccJerk-mean()-Y","SITTING",26,0.00692238958961538
"1317","tBodyAccJerk-mean()-Y","SITTING",27,0.004670724222
"1318","tBodyAccJerk-mean()-Y","SITTING",28,0.0148338232684722
"1319","tBodyAccJerk-mean()-Y","SITTING",29,0.00598531404666667
"1320","tBodyAccJerk-mean()-Y","SITTING",30,0.00975692523887097
"1321","tBodyAccJerk-mean()-Y","STANDING",1,0.00797573092830189
"1322","tBodyAccJerk-mean()-Y","STANDING",2,0.0103291774794444
"1323","tBodyAccJerk-mean()-Y","STANDING",3,0.00771663644590164
"1324","tBodyAccJerk-mean()-Y","STANDING",4,-0.00653015693773214
"1325","tBodyAccJerk-mean()-Y","STANDING",5,-0.00221990214464286
"1326","tBodyAccJerk-mean()-Y","STANDING",6,0.00871883993421053
"1327","tBodyAccJerk-mean()-Y","STANDING",7,0.00694700354075472
"1328","tBodyAccJerk-mean()-Y","STANDING",8,0.00814951727462963
"1329","tBodyAccJerk-mean()-Y","STANDING",9,0.0130699796066667
"1330","tBodyAccJerk-mean()-Y","STANDING",10,0.0119007630575
"1331","tBodyAccJerk-mean()-Y","STANDING",11,0.0124130965551064
"1332","tBodyAccJerk-mean()-Y","STANDING",12,0.0100480041062295
"1333","tBodyAccJerk-mean()-Y","STANDING",13,0.00762035230350877
"1334","tBodyAccJerk-mean()-Y","STANDING",14,0.00579566182983333
"1335","tBodyAccJerk-mean()-Y","STANDING",15,0.00617255520183019
"1336","tBodyAccJerk-mean()-Y","STANDING",16,0.0120767950358846
"1337","tBodyAccJerk-mean()-Y","STANDING",17,0.00657853452564103
"1338","tBodyAccJerk-mean()-Y","STANDING",18,0.0104698718417123
"1339","tBodyAccJerk-mean()-Y","STANDING",19,0.00991338273931507
"1340","tBodyAccJerk-mean()-Y","STANDING",20,0.0116930221630137
"1341","tBodyAccJerk-mean()-Y","STANDING",21,0.0100621171270225
"1342","tBodyAccJerk-mean()-Y","STANDING",22,0.0107286964173016
"1343","tBodyAccJerk-mean()-Y","STANDING",23,0.0105861517936765
"1344","tBodyAccJerk-mean()-Y","STANDING",24,0.0109839689101449
"1345","tBodyAccJerk-mean()-Y","STANDING",25,0.0066321397672973
"1346","tBodyAccJerk-mean()-Y","STANDING",26,0.0081732226404054
"1347","tBodyAccJerk-mean()-Y","STANDING",27,0.0122433312349875
"1348","tBodyAccJerk-mean()-Y","STANDING",28,0.00907363218518987
"1349","tBodyAccJerk-mean()-Y","STANDING",29,0.0115104978664615
"1350","tBodyAccJerk-mean()-Y","STANDING",30,0.0120860416340678
"1351","tBodyAccJerk-mean()-Y","WALKING",1,0.0282721095884211
"1352","tBodyAccJerk-mean()-Y","WALKING",2,0.0182492679288136
"1353","tBodyAccJerk-mean()-Y","WALKING",3,0.0100591485
"1354","tBodyAccJerk-mean()-Y","WALKING",4,0.00295602428666667
"1355","tBodyAccJerk-mean()-Y","WALKING",5,-0.0163194101232143
"1356","tBodyAccJerk-mean()-Y","WALKING",6,-0.0164831715964912
"1357","tBodyAccJerk-mean()-Y","WALKING",7,0.0184322723280702
"1358","tBodyAccJerk-mean()-Y","WALKING",8,-0.00603947514583333
"1359","tBodyAccJerk-mean()-Y","WALKING",9,0.0212255910017308
"1360","tBodyAccJerk-mean()-Y","WALKING",10,0.00408248792641509
"1361","tBodyAccJerk-mean()-Y","WALKING",11,0.0127682476559322
"1362","tBodyAccJerk-mean()-Y","WALKING",12,0.0197766948336
"1363","tBodyAccJerk-mean()-Y","WALKING",13,0.00308364501403509
"1364","tBodyAccJerk-mean()-Y","WALKING",14,0.024116023559322
"1365","tBodyAccJerk-mean()-Y","WALKING",15,0.00890588563518519
"1366","tBodyAccJerk-mean()-Y","WALKING",16,0.00968444678235294
"1367","tBodyAccJerk-mean()-Y","WALKING",17,0.0130098548360656
"1368","tBodyAccJerk-mean()-Y","WALKING",18,0.0282745481892857
"1369","tBodyAccJerk-mean()-Y","WALKING",19,0.0144113482019523
"1370","tBodyAccJerk-mean()-Y","WALKING",20,-0.0210619558882353
"1371","tBodyAccJerk-mean()-Y","WALKING",21,0.00235197553846154
"1372","tBodyAccJerk-mean()-Y","WALKING",22,0.0356746339782609
"1373","tBodyAccJerk-mean()-Y","WALKING",23,0.0148955926864407
"1374","tBodyAccJerk-mean()-Y","WALKING",24,0.0121254591034483
"1375","tBodyAccJerk-mean()-Y","WALKING",25,0.00351115201418919
"1376","tBodyAccJerk-mean()-Y","WALKING",26,0.0196712144372881
"1377","tBodyAccJerk-mean()-Y","WALKING",27,0.00161230290877193
"1378","tBodyAccJerk-mean()-Y","WALKING",28,0.0226486602722222
"1379","tBodyAccJerk-mean()-Y","WALKING",29,0.0223870454150943
"1380","tBodyAccJerk-mean()-Y","WALKING",30,0.0219656545
"1381","tBodyAccJerk-mean()-Y","WALKING_DOWNSTAIRS",1,0.0296504490408163
"1382","tBodyAccJerk-mean()-Y","WALKING_DOWNSTAIRS",2,-0.00327959081489362
"1383","tBodyAccJerk-mean()-Y","WALKING_DOWNSTAIRS",3,0.0109707769183673
"1384","tBodyAccJerk-mean()-Y","WALKING_DOWNSTAIRS",4,0.00563780215111111
"1385","tBodyAccJerk-mean()-Y","WALKING_DOWNSTAIRS",5,0.0137618233808511
"1386","tBodyAccJerk-mean()-Y","WALKING_DOWNSTAIRS",6,0.00987685807166667
"1387","tBodyAccJerk-mean()-Y","WALKING_DOWNSTAIRS",7,-0.0191061075170213
"1388","tBodyAccJerk-mean()-Y","WALKING_DOWNSTAIRS",8,-0.0380193846210526
"1389","tBodyAccJerk-mean()-Y","WALKING_DOWNSTAIRS",9,-0.0206865965952381
"1390","tBodyAccJerk-mean()-Y","WALKING_DOWNSTAIRS",10,0.0107824902368421
"1391","tBodyAccJerk-mean()-Y","WALKING_DOWNSTAIRS",11,0.0252274201521739
"1392","tBodyAccJerk-mean()-Y","WALKING_DOWNSTAIRS",12,-0.0119289154608696
"1393","tBodyAccJerk-mean()-Y","WALKING_DOWNSTAIRS",13,-0.00751868156382979
"1394","tBodyAccJerk-mean()-Y","WALKING_DOWNSTAIRS",14,0.0291339421022222
"1395","tBodyAccJerk-mean()-Y","WALKING_DOWNSTAIRS",15,0.01511589985
"1396","tBodyAccJerk-mean()-Y","WALKING_DOWNSTAIRS",16,-0.0148114530276596
"1397","tBodyAccJerk-mean()-Y","WALKING_DOWNSTAIRS",17,-0.0113826178208696
"1398","tBodyAccJerk-mean()-Y","WALKING_DOWNSTAIRS",18,-0.000757069449090909
"1399","tBodyAccJerk-mean()-Y","WALKING_DOWNSTAIRS",19,-0.0386872111282051
"1400","tBodyAccJerk-mean()-Y","WALKING_DOWNSTAIRS",20,0.00436449644888889
"1401","tBodyAccJerk-mean()-Y","WALKING_DOWNSTAIRS",21,-0.0213998492444444
"1402","tBodyAccJerk-mean()-Y","WALKING_DOWNSTAIRS",22,0.0211126110833333
"1403","tBodyAccJerk-mean()-Y","WALKING_DOWNSTAIRS",23,0.0375005150740741
"1404","tBodyAccJerk-mean()-Y","WALKING_DOWNSTAIRS",24,-0.00447316273690909
